id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,is_active,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,11132,2010-07-13 00:00:00+00:00,21000000,19715621,19715621,1,2024-06-23 12:54:00+00:00,64314.5496447506,7950525794,-58.307,0.04700982,0.07271651,-3.29726958,-4.68698917,-3.20084969,-4.08803535,1268001285582,54.0206,1350605542540,2024-06-23 12:54:00+00:00
