id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,is_active,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,11132,2010-07-13 00:00:00+00:00,21000000,19715621,19715621,1,2024-06-23 12:48:00+00:00,64325.6504759144,7969966635,-58.3099,0.10302496,0.05435944,-3.2482450800000002,-4.5794184399999995,-3.1106084,-4.19870431,1268220145362,54.0286,1350838659994,2024-06-23 12:48:00+00:00
