id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,is_active,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,11132,2010-07-13 00:00:00+00:00,21000000,19715621,19715621,1,2024-06-23 12:42:00+00:00,64318.6526103907,7972720406,-58.4438,0.05658793,0.04510005,-3.25072053,-4.53218859,-3.41748008,-4.18151598,1268082178097,54.041,1350691704818,2024-06-23 12:42:00+00:00
