id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,is_active,last_updated,quote_USD_price,quote_USD_volume_24h,quote_USD_volume_change_24h,quote_USD_percent_change_1h,quote_USD_percent_change_24h,quote_USD_percent_change_7d,quote_USD_percent_change_30d,quote_USD_percent_change_60d,quote_USD_percent_change_90d,quote_USD_market_cap,quote_USD_market_cap_dominance,quote_USD_fully_diluted_market_cap,quote_USD_last_updated
1,Bitcoin,BTC,bitcoin,11335,1278979200000,21000000,19718315,19718315,1,1719661680000,61088.1597998106,22216252179,-0.2541,0.32673676,-0.8025178,-4.95041345,-9.97432548,-0.22676875,-13.16647727,1204555577703,53.218,1282851355796,1719661680000
