id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,is_active,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.last_updated
1,Bitcoin,BTC,bitcoin,11132,2010-07-13 00:00:00+00:00,21000000,19715621,19715621,1,2024-06-23 12:47:00+00:00,64320.2793694584,7971280832,-58.3192,0.08790749,0.0424603,-3.25263694,-4.59134376,-3.1713221799999998,-4.20999543,1268114250662,54.0241,1350725866759,2024-06-23 12:47:00+00:00
